Unique Poem#	Juan.Seq#	Poem Name	Poet's Name	Poet Intro	Poem Refs	Poem Commentary	Poem Content
Lu1983.368	8.138	【時人為王君公語】				〖《後漢書》曰：平原王君公。遭亂。儈牛自隱。時人為之語曰：〗	避世牆東。王君公。（○《後漢書》逢萌傳。《詩紀》九作王君公。）
Lu1983.369	8.139	【京師為楊政語】				〖《後漢書》曰：楊政。字子行。京兆人。少好學。從代郡范升受梁丘易。善說經書。京師為之語曰：〗	說經鏗鏗。楊子行。（○《後漢書》本傳。《書鈔》一百。《御覽》四百九十五、六百十五。《詩紀》九作楊子行。）
Lu1983.370	8.140	【京師為祁聖元號】				〖東觀《漢記》曰：楊政。字子行。治梁丘易。與京兆祁聖元同好。俱名善說。京師號曰：說經鏗鏗楊子行。論難云云。〗	論難僠僠。祁聖元。（○《御覽》六百十五。）
Lu1983.371	8.141	【壽春鄉里為召馴語】				〖《後漢書》曰：召馴。字伯春。九江壽春人。少習韓詩。博通書傳。以志義聞。鄉里號之曰：〗	德得恂恂。召伯春。（○《後漢書》本傳。《書鈔》五十六。《白帖》七十四。）
Lu1983.372	8.142	【時人為丁鴻語】				〖《後漢書》曰：丁鴻。字孝公。潁川定陵人。肅宗召鴻與諸儒賈逵等。論定五經同異於北宮白虎觀。帝親稱制臨決。鴻以才高論難最明。時人嘆曰：〗	殿中無雙。丁孝公。（○《後漢書》本傳。又注。《御覽》六百十五。）
Lu1983.373	8.143	【京兆鄉里為馮豹語】				〖《後漢書》曰：豹字仲文。京兆杜陵人。時人稱其孝。好儒學。以詩、春秋教麗山下。鄉里為之語曰：〗	道德彬彬。馮仲文。（○《後漢書》馮衍傳附本傳。《御覽》四百三、四百九十六。《詩紀》九作馮仲文。）
Lu1983.374	8.144	【諸儒為賈逵語】				〖《後漢書》曰：賈逵。字景伯。扶風平陵人。能誦《左氏傳》及五經本文。自為兒童。常在太學。不通人間事。身長八尺二寸。諸儒為之語曰：〗	問事不休。賈長頭。（《後漢書》本傳。意林四。《書鈔》九十七、一百。《白帖》二十六。《御覽》三百七十七、六百十二、六百十五。）
Lu1983.375	8.145	【關中為魯丕語】				〖《後漢書》曰：丕字叔陵。扶風平陵人。兼通五經。以魯詩、尚書教授為當時名儒。元和元年。征再遷拜趙相。門生就學者常百餘人。關東號之曰：〗	五經復興。魯叔陵。（○《後漢書》魯恭傳附本傳。《書鈔》一百。《白帖》二十六。《御覽》六百十五。○逯案。魯丕。《初學記》、《御覽》皆作魯平。）
Lu1983.376	8.146	【諸儒為楊震語】			〖《詩紀》作楊伯起。〗	〖《後漢書》曰：楊震。字伯起。弘農華陰人。少好學。受歐陽尚書于太常桓郁。明經博覽。無不窮究。諸儒為之語曰：〗	關西孔子。楊伯起。（○《後漢書》本傳。《御覽》四百九十五、六百十二。《詩紀》九作楊伯起。）
Lu1983.377	8.147	【時人為許慎語】				〖《後漢書》曰：許慎。字叔重。汝南召陵人。性淳厚。少博學經籍。馬融常推重之。時人為之語曰：〗	五經無雙。許叔重。（○《後漢書》本傳。《御覽》四百九十五引謝承后《漢書》、又六百八。《詩紀》九作許叔重。）
Lu1983.378	8.148	【京師為周舉語】				〖《後漢書》曰：周舉。字宣光。汝南汝陽人。姿貌短陋。而博學洽聞。為儒者所宗。故京師為之語曰：〗	五經從橫。周宣光。（○《後漢書》本傳。《白帖》二十六。《御覽》六百十五引東觀《漢記》。）
Lu1983.379	8.149	【京師為胡廣語】				〖《後漢書》曰：胡廣。字伯始。南郡華容人。遜言恭色。達練事體。明解朝章。雖無謇直之風。屢有補闕之益。故京師諺曰：〗	萬事不理。問伯始。天下中庸。有胡公。（○后《漢書》本傳。渚宮舊事四。《初學記》十一引東觀《漢記》。《御覽》四百九十五。《詩紀》九作胡伯始。）
Lu1983.380	8.150	【時人為任安語】				〖《後漢書》曰：任安。字定祖。廣漢綿竹人。少游太學。受孟氏易。兼通數經。又從同郡楊厚學圖讖。究極其術。時人稱曰云云。〗	欲知仲桓。問任安。XX居今行古。任定祖。（○《後漢書》本傳。《詩紀》八作任安二謠。）
Lu1983.381	8.151	【時人為陳囂語】				〖東觀《漢記》曰：陳囂字君期。明韓詩。時語曰：〗	關東說詩。陳君期。（○《書鈔》一百。《御覽》六百十五。）
Lu1983.382	8.152	【諸儒為劉愷語】				〖華嶠《後漢書》曰：劉愷為太常。論議常引正大義。諸儒為之語曰：〗	難經伉伉。劉太常。（○《類聚》四十九。《白帖》七十四。《御覽》二百二十八。《詩紀》九作劉太常。）
Lu1983.383	8.153	【人為許晏諺】				〖陳留風俗傳曰：許晏。字偉君。授魯詩于琅邪王政學。曰許氏章句。列在儒林。故諺曰：〗	殿上成群。許偉君。（○《御覽》四百九十六。《詩紀》九作許偉君。）
Lu1983.384	8.154	【鄉里為茨充號】				〖東觀《漢記》曰：茨充。字子河。宛人也。初學孝廉。之京師。同侶馬死。充到前亭。輒舍車持馬還相迎。鄉里號之曰：〗	一馬兩車。茨子河。（○《後漢書》衛颯傳注。《書鈔》三十九。）
Lu1983.385	8.155	【時人為繆文雅語】				〖皇甫謐達士傳曰：繆斐。字文雅。代修儒學。繼踵六博士。以經行修明。學士稱之。故時人為之語曰：〗	素車白馬。繆文雅。（○古詩類苑六十九。《詩紀》九作繆文雅。）
Lu1983.386	8.156	【敦煌鄉人為曹全諺】				〖郃陽令曹全碑曰：君收養繼祖母。供事繼母。先意承志。存亡之敬。禮無遺闕。是以鄉人為之諺曰：〗	重親致歡。曹景完。（○金石字記。）
Lu1983.387	9.1	【箜篌引】				〖一曰公無渡河。崔豹《古今注》曰：箜篌引。朝鮮津卒霍裡子高妻麗玉所作也。子高晨起刺船。有一白首狂夫。披髮提壺。亂流而渡。其妻隨而止之。不及。遂墮河而死。於是援箜篌而鼓之。作公無渡河之曲。聲甚凄愴。曲終。亦投河而死。子高還。以其聲語其妻酈玉。酈玉傷之。乃引箜篌而寫其聲。名曰箜篌引。○逯案。宋樂志巾舞歌詩有公莫舞一篇。沈約謂琴操有公莫渡河曲。其聲所從來已久。樂錄非之曰：今三調中自有公無渡河。其聲哀切。首入瑟調。不容以瑟調雜于舞曲雲。據此。公無渡河曲兼為瑟調曲。〗	公無渡河。公竟渡河。墮河而死。當柰公何。（○《初學記》十六。《白帖》十八。樂府古題要解下作公無渡河。《樂府詩集》二十六。《文選》補遺三十四。廣《文選》十二。《詩紀》六。○逯案。《白帖》謂此歌出琴操。）
Lu1983.388	9.2	【江南】					江南可採蓮。蓮葉何田田。魚戲蓮葉間。魚戲蓮葉東。魚戲蓮葉西。魚戲蓮葉南。魚戲蓮葉北。（○《宋書》樂志。《樂府詩集》二十六。《文選》補遺三十四。《詩紀》六。又《類聚》八十二作古詩。引蓮、田、間、西四韻。《白帖》三十作古詩。引魚戲蓮下一句。《御覽》九百九十九作古詩。引蓮、田二韻。）
Lu1983.389	9.3	【東光】				〖古今樂錄曰：張永元嘉技錄雲。東光舊但弦無音。宋識造其歌聲。○逯案。技錄云云。似此曲西晉前尚無歌辭。宋識始造新詩。應再考。〗	東光平倉。梧何不平。倉梧多腐粟。無益諸軍糧。諸軍遊蕩子。早行多悲傷。（樂府雲。在一曲魏晉樂所奏。○《宋書》樂志。《樂府詩集》二十七。古樂府四。廣《文選》十二。《詩紀》六。○逯案。平字樂府作乎。疑誤。倉。《詩紀》作蒼。非。歌中光、梧皆當是聲字。無義。似原作東平倉何不平。倉多腐粟。無益諸軍糧云云。漢人陽庚為韻。故平與糧傷葉。）
Lu1983.390	9.4	【薤露】				〖亦曰泰山吟行。喪歌。崔豹《古今注》曰：薤露、蒿里。並哀歌也。本出田橫門人。橫自殺。門人傷之。作悲歌。言人命奄忽如薤上露。易晞滅也。亦謂人死魂魄歸於蒿里。故有二章。至孝武時。李延年乃分二章為二曲。薤露送王公貴人。蒿里送士大夫庶人。使挽柩者歌之。亦呼為輓歌。〗	薤上露。何易晞。露晞明朝更復落。人死一去何時歸。（○《古今注》中。《後漢書》周舉傳注。《文選》二十八輓歌詩注。《初學記》十四。《御覽》十二。又五百五十二作古辭。《樂府詩集》二十七。事類賦露賦注。合璧事類六十八。草堂詩箋二十四故秘詩注。《詩紀》六。又《文選》二十四贈白馬王彪詩注、《白帖》一、《御覽》九百七十七俱引首一句。）
Lu1983.391	9.5	【蒿里】			〖《詩紀》作蒿里曲。〗		蒿里誰家地。聚斂魂魄無賢愚。鬼伯一何相催促。人命不得少踟躕。（○《古今注》下。《文選》二十八輓歌詩注。《初學記》十四。《御覽》五百五十二。《樂府詩集》二十七。樂府古題要解上。草堂詩箋二十四故秘詩注引《古今注》。合璧事類六十八引干寶《搜神記》。《詩紀》六。）
Lu1983.392	9.6	【雞鳴】				〖《詩紀》雲。此曲前後辭不相屬。蓋采詩入樂合而成章雅邪。抑有錯簡紊亂邪。后多放此。〗	雞鳴高樹巔。狗吠深宮中。盪子何所之。天下方太平。刑法非有貸。柔協正亂名。黃金為君門。璧玉為軒闌堂。上有雙樽酒。作使邯鄲倡。劉玉碧青甓。后出郭門王。舍後有方池。池中雙鴛鴦。鴛鴦七十二。羅列自成行。鳴聲何啾啾。聞我殿東廂。兄弟四五人。皆為侍中郎。五日一時來。觀者滿足傍。黃金絡馬頭。熲熲何煌煌。桃生露井上。李樹生桃傍。蟲來嚙桃根。李樹代桃僵。樹木身相代。兄弟還相忘。（樂府雲。右一曲魏晉樂所奏。○《宋書》樂志。樂府二十八。通志樂略。《文選》補遺三十四。廣《文選》十二。《詩紀》六。《類聚》八十六作古歌辭。引傍、僵、忘三韻。《御覽》九百六十七作古歌辭。引傍、僵、忘三韻。事類賦井賦注作古詩。引傍、僵二韻。○逯案。歌中劉玉碧青甓后出郭門王十字。有脫誤。《書鈔》百十二引樂府歌雲。名倡劉碧玉。疑即此上句原文。今本殆以上句倡字而脫去名倡二字。並倒碧玉為玉碧也。又新五代史三十七伶官傳。郭門高者。名從謙。門高其優名也云云。疑此郭門王亦倡人名。上言劉碧玉。下言郭門王。所以眩邯鄲倡樂之佳也。）
Lu1983.393	9.7	【烏生】			〖樂府雲。一曰烏生八降子。《詩紀》同。〗		烏生八九子。端坐秦氏桂樹間。唶我。秦氏家有游遨盪子。工用睢陽強蘇合彈。左手持強彈兩丸。出入烏東西。唶我。一丸即發中烏身。烏死魂魄飛揚上天。阿母生烏子時。乃在南山嚴石間。唶我。人民安知烏子處。蹊徑窈窕安從通。白鹿乃在上林西苑中。射工尚復得白鹿脯。XX唶我。黃鵠摩天極高飛。後宮尚復得烹煮之。鯉魚乃在洛水深淵中。釣鉤尚得鯉魚口。唶我。人民生各各有壽命。死生何須復道前後。（樂府雲。右一曲魏晉樂所奏。○《宋書》樂志。《樂府詩集》二十八。《文選》補遺三十四。《詩紀》六。又《文選》二十七從軍詩注作古烏生八九子歌。引黃鵠摩天極高飛一句。《初學記》三十引間、彈兩韻。《御覽》三百五十引間、丸二韻、九百六引白鹿以下四句。又九百十六作魏武樂府。引黃鵠以下二句。）
Lu1983.394	9.8	【平陵東】				〖樂府解題曰：平陵東。漢翟義門人所作也。義為丞相方進少子。為東郡太守。以王莽篡漢。舉兵誅之。不克而見害。門人作歌以怨之也。〗	平陵東。松柏桐。不知何人劫義公。劫義公在高堂下。交錢百萬兩走馬。兩走馬。亦誠難。顧見追吏心中惻。心中惻。血出漉。歸告我家賣黃犢。（樂府雲。右一曲魏晉樂所奏。○《宋書》樂志。《樂府詩集》二十八。《詩紀》六。）
Lu1983.395	9.9	【陌上桑】				〖樂府雲。一曰艷歌羅敷行。崔豹《古今注》曰：邯鄲女子姓秦名羅敷。為邑人千乘王仁妻。仁後為趙王家令。羅敷出採桑于陌上。趙王見而悅之。因飲酒欲奪這。羅敷乃彈箏作陌上之歌以自明焉。樂府解題曰：古辭言羅敷採桑為使君所邀。羅敷盛誇其夫以拒之。與前說不同。〗	日出東南隅。照我秦氏樓。秦氏有好女。自名為羅敷。羅敷善蠶桑。採桑城南隅。XX青絲為籠系。桂枝為籠鉤。頭上倭墮髻。耳中明水珠。緗綺為下裙。紫綺為上襦。行者見羅敷。下擔捋髭鬚。少年見羅敷。脫帽著帩頭。耕者忘其犁。鋤者忘其鋤。來歸相怨怒。但坐觀羅敷。使君從南乘。五馬立踟躕。使君遣吏往。問此誰家姝。秦氏有好女。自名為羅敷。羅敷年幾何。二十尚不足。十五頗有餘。使君謝羅敷。寧可共載不。羅敷前致辭。使君一何愚。使君自有婦。羅敷自有夫。東方千餘騎。夫婿居上頭。何用識夫婿。白馬從驪駒。黃金絡馬頭。腰中鹿盧劍。可值千萬餘。十五府小史。二十朝大夫。三十侍中郎。四十專城居。為人潔白皙。鬑々頗有須。盈盈公府步。冉冉府中趨。坐中數千人。皆言夫婿殊。（《宋書》。三解。前有艷辭曲。後有趨。樂府、廣《文選》同。樂府雲。右一曲魏晉樂所奏。廣《文選》同。○《宋書》樂志作艷歌羅敷行。玉以新詠一作日出東南隅行。《樂府詩集》二十八。廣《文選》十二。《詩紀》六。又《書鈔》二十九作古詩。引襦一韻。《類聚》四十一作古陌上桑羅敷行。引樓、敷、隅、鉤、珠、襦、躕、姝、餘、不、愚、夫、頭、駒、頭、餘、夫、居、須、趨二十韻、《初學記》十九作陌上桑行。引樓、敷、隅、鉤、珠、襦、須、頭、鉏、敷、躕十一韻。又二十六作古樂府陌上採桑。引敷、襦二韻。《白帖》二作古詩。引襦一韻。《白帖》二十三作古詩。引隅、鉤二韻。《御覽》三百四十四作古詩。引餘一韻。三百八十一引樓、敷、隅、鉤、珠五韻。六百八十八作古詩。引隅、頭二韻。六百九十五作古詩。引隅、襦二韻。六百九十六引敷、襦二韻。八百十四作古樂府歌詩。引隅、鉤、駒、頭四韻。八百十六作古詩。引襦一韻。八百二十五作古艷歌。引樓、敷、隅三韻。又韻補一作古日出東南隅詩。引隅、鉤二韻。草堂詩箋四麗人行注引珠一韻。○逯案。帩頭或作幓頭、幧頭。皆通。而《初學記》引作幞頭則非。廣韻幞字下雲。幞頭。周武帝所制。裁幅巾出四角。據此。幞頭之制始於北周。兩漢無此物。）
